WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,class
6,6,16.67,100,100,33.33,33.33,0,0,16.67,16.67,0,0,0,33.33,33.33,0,33.33,0,16.67,16.67,16.67,0,0,0,0,33.33,0,0,0,16.67,16.67,0,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
24,24,8.33,95.83,62.5,12.5,8.33,0,0,4.17,4.17,0,4.17,8.33,8.33,8.33,0,8.33,0,8.33,12.5,4.17,4.17,0,4.17,0,29.17,0,0,4.17,4.17,4.17,0,0,0,0,12.5,0,0,4.17,4.17,4.17,0,0,8.33,4.17,0,4.17,0,4.17,4.17,0,0,0,20.83,4.17,12.5,4.17,0,4.17,0,0,0,0,0,0,4.17,0,no
20,20,20,85,60,15,15,0,0,5,10,0,0,5,20,15,0,20,0,0,10,10,5,5,0,0,20,0,0,5,20,10,10,0,10,0,15,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,no
25,25,8,64,44,12,12,0,4,4,4,0,0,8,16,12,0,12,4,0,12,0,0,0,16,0,12,0,0,0,20,20,0,0,0,0,8,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8,12,0,0,0,0,0,0,0,0,no
27,27,14.81,96.3,66.67,22.22,18.52,0,0,11.11,7.41,0,3.7,3.7,25.93,18.52,0,18.52,0,3.7,3.7,7.41,7.41,3.7,0,7.41,37.04,0,0,3.7,11.11,3.7,7.41,0,7.41,0,11.11,3.7,3.7,3.7,7.41,0,0,0,3.7,0,0,0,0,3.7,0,0,3.7,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,no
26,26,11.54,84.62,53.85,23.08,19.23,7.69,0,7.69,3.85,0,3.85,7.69,15.38,7.69,0,15.38,0,0,15.38,0,0,0,0,0,19.23,0,7.69,0,15.38,15.38,0,0,0,0,11.54,3.85,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,3.85,0,0,0,0,0,0,0,0,0,3.85,no
14,14,21.43,92.86,71.43,35.71,21.43,0,0,14.29,7.14,0,14.29,7.14,21.43,21.43,0,21.43,0,0,7.14,0,7.14,0,0,0,21.43,0,0,0,7.14,0,7.14,7.14,0,0,14.29,7.14,7.14,0,0,0,0,7.14,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
21,21,9.52,85.71,52.38,19.05,14.29,0,0,9.52,4.76,0,4.76,9.52,19.05,9.52,0,19.05,0,4.76,4.76,9.52,0,0,0,0,23.81,0,0,4.76,9.52,4.76,4.76,0,0,0,19.05,9.52,4.76,4.76,4.76,0,4.76,0,4.76,0,0,0,0,4.76,0,0,4.76,0,0,0,0,0,0,9.52,0,0,0,0,0,0,0,0,no
30,30,10,96.67,66.67,23.33,20,10,0,3.33,6.67,0,3.33,6.67,23.33,10,0,20,0,6.67,10,10,0,6.67,0,0,13.33,3.33,0,0,13.33,6.67,6.67,0,3.33,3.33,23.33,3.33,6.67,6.67,6.67,0,0,0,3.33,10,6.67,0,3.33,0,0,0,0,0,3.33,0,3.33,0,0,0,0,0,0,0,0,0,0,0,no
20,20,5,85,75,20,10,0,0,5,5,0,10,20,15,15,0,10,0,5,15,0,0,0,0,0,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,no
27,27,14.81,85.19,48.15,18.52,14.81,3.7,0,3.7,7.41,0,3.7,0,14.81,11.11,0,14.81,0,3.7,0,11.11,3.7,3.7,3.7,0,22.22,7.41,3.7,0,14.81,7.41,7.41,3.7,0,3.7,11.11,0,3.7,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,0,0,18.52,0,0,22.22,0,0,0,0,0,0,0,3.7,0,3.7,no
22,22,13.64,68.18,50,9.09,4.55,0,0,0,4.55,0,4.55,4.55,13.64,9.09,9.09,4.55,0,4.55,9.09,9.09,4.55,0,0,0,9.09,0,0,0,18.18,13.64,4.55,0,0,0,13.64,0,0,0,0,4.55,0,9.09,0,0,0,0,0,4.55,0,4.55,0,0,4.55,0,0,9.09,0,0,0,0,0,0,0,0,4.55,4.55,no
27,27,14.81,92.59,77.78,25.93,11.11,0,0,3.7,7.41,0,14.81,0,18.52,18.52,0,18.52,0,11.11,11.11,11.11,11.11,0,0,0,11.11,0,0,0,7.41,0,7.41,0,3.7,3.7,22.22,0,0,0,11.11,0,0,0,18.52,0,0,0,0,3.7,0,3.7,0,0,7.41,0,3.7,3.7,0,0,0,3.7,0,0,0,0,0,0,no
10,10,10,90,60,20,20,0,0,10,10,0,0,0,20,20,0,20,0,10,10,0,0,0,0,0,30,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,10,0,0,0,0,0,0,0,0,0,0,no
20,20,30,80,60,15,10,0,0,5,5,0,5,5,10,10,0,10,0,10,10,5,5,5,0,0,10,0,0,0,5,0,5,0,5,0,20,0,0,5,5,5,0,5,10,5,0,5,0,0,0,0,0,0,20,5,10,5,0,0,0,0,0,5,0,0,0,0,no
11,11,9.09,90.91,63.64,18.18,18.18,0,0,9.09,9.09,0,0,0,18.18,18.18,0,18.18,0,18.18,9.09,9.09,0,0,0,0,18.18,0,0,0,9.09,0,9.09,9.09,0,0,18.18,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,no
25,25,12,88,60,24,12,4,0,4,4,0,12,8,28,20,0,28,0,4,4,0,4,0,0,0,20,0,0,0,8,4,4,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,4,0,0,0,0,0,0,0,no
21,21,4.76,66.67,33.33,14.29,14.29,4.76,0,4.76,4.76,0,0,0,23.81,14.29,0,23.81,0,4.76,0,9.52,0,0,0,9.52,19.05,0,0,4.76,9.52,4.76,4.76,0,4.76,0,4.76,0,0,0,0,0,0,4.76,0,9.52,4.76,0,4.76,14.29,4.76,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,no
27,27,7.41,100,59.26,25.93,22.22,11.11,0,7.41,3.7,0,3.7,3.7,14.81,7.41,7.41,7.41,0,0,7.41,3.7,3.7,7.41,0,0,25.93,3.7,0,0,3.7,3.7,0,0,0,0,22.22,3.7,0,3.7,3.7,7.41,0,3.7,7.41,3.7,3.7,0,0,11.11,3.7,0,0,7.41,7.41,0,3.7,3.7,3.7,0,3.7,0,0,0,0,3.7,0,0,no
21,21,9.52,100,61.9,23.81,23.81,9.52,0,4.76,9.52,0,0,4.76,23.81,14.29,0,23.81,0,0,19.05,0,0,4.76,0,0,23.81,0,0,4.76,9.52,9.52,0,0,0,0,14.29,0,0,4.76,0,4.76,4.76,0,0,0,0,0,0,4.76,0,4.76,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,9.52,0,0,no
26,26,11.54,92.31,69.23,26.92,19.23,7.69,0,11.54,0,0,7.69,3.85,15.38,7.69,3.85,11.54,0,3.85,11.54,11.54,7.69,0,0,0,23.08,0,0,0,0,0,0,0,0,0,23.08,3.85,3.85,3.85,3.85,0,0,3.85,11.54,11.54,0,11.54,0,0,0,0,0,0,11.54,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,no
16,16,12.5,87.5,75,25,12.5,0,0,6.25,6.25,0,12.5,6.25,18.75,18.75,0,18.75,0,12.5,6.25,6.25,6.25,0,0,0,25,0,0,0,6.25,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,no
23,23,21.74,86.96,65.22,21.74,21.74,8.7,0,8.7,4.35,0,0,8.7,21.74,17.39,0,17.39,0,8.7,8.7,4.35,0,0,0,0,17.39,0,0,4.35,8.7,8.7,0,0,0,0,8.7,0,0,0,0,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,13.04,4.35,8.7,0,4.35,4.35,0,0,0,0,0,0,0,0,no
8,8,12.5,100,75,25,25,0,0,12.5,12.5,0,0,12.5,25,25,0,25,0,0,0,12.5,0,0,0,12.5,25,0,0,0,12.5,0,12.5,0,12.5,0,12.5,0,0,0,12.5,0,0,0,12.5,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
7,7,0,100,57.14,28.57,28.57,0,0,14.29,14.29,0,0,0,28.57,28.57,0,28.57,0,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
19,19,5.26,84.21,57.89,31.58,26.32,10.53,0,10.53,5.26,0,5.26,5.26,10.53,10.53,0,10.53,0,10.53,0,5.26,0,0,0,0,15.79,0,0,0,10.53,0,10.53,0,10.53,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,5.26,0,5.26,0,0,0,0,0,5.26,5.26,0,0,0,no
17,17,5.88,94.12,70.59,47.06,29.41,0,5.88,17.65,5.88,0,17.65,0,35.29,11.76,11.76,23.53,0,11.76,0,11.76,0,0,0,0,52.94,0,0,0,0,0,0,0,0,0,11.76,5.88,0,0,0,0,0,5.88,0,5.88,0,5.88,0,0,0,0,0,0,11.76,0,0,11.76,0,0,0,0,0,0,0,0,0,0,no
9,9,0,100,88.89,44.44,22.22,0,0,11.11,11.11,0,22.22,11.11,33.33,22.22,0,33.33,0,0,0,11.11,0,0,0,11.11,44.44,0,0,0,11.11,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
21,21,4.76,100,66.67,19.05,9.52,0,0,4.76,4.76,0,9.52,9.52,19.05,14.29,4.76,14.29,0,4.76,14.29,0,4.76,0,0,0,19.05,0,0,0,14.29,0,14.29,4.76,9.52,0,14.29,0,0,4.76,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,4.76,4.76,0,0,4.76,0,0,0,0,0,4.76,0,0,0,no
22,22,4.55,90.91,68.18,31.82,27.27,13.64,0,9.09,4.55,0,4.55,4.55,22.73,13.64,4.55,18.18,0,0,13.64,0,4.55,0,0,0,18.18,0,0,0,4.55,4.55,0,0,0,0,13.64,0,0,0,4.55,0,4.55,0,4.55,0,0,0,0,9.09,4.55,0,4.55,0,4.55,0,4.55,0,4.55,4.55,0,0,0,0,0,0,0,0,no
10,10,10,60,50,20,20,0,0,10,10,0,0,0,20,20,0,20,0,0,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
26,26,11.54,88.46,65.38,23.08,15.38,3.85,0,3.85,7.69,0,7.69,0,23.08,19.23,0,19.23,0,3.85,11.54,7.69,0,3.85,0,0,15.38,0,0,0,11.54,11.54,0,0,0,0,15.38,0,3.85,0,0,3.85,3.85,3.85,0,7.69,3.85,0,0,0,0,0,0,0,11.54,0,7.69,3.85,0,0,0,0,0,0,0,0,0,0,no
23,23,4.35,69.57,52.17,13.04,8.7,0,0,4.35,4.35,0,4.35,4.35,21.74,17.39,4.35,17.39,0,4.35,0,4.35,4.35,8.7,0,0,17.39,0,0,4.35,0,0,0,0,0,0,13.04,4.35,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,0,no
29,29,6.9,96.55,68.97,24.14,24.14,3.45,0,10.34,3.45,6.9,0,3.45,20.69,13.79,0,20.69,0,0,13.79,6.9,3.45,3.45,3.45,6.9,27.59,0,3.45,0,10.34,3.45,6.9,0,3.45,0,6.9,0,0,3.45,3.45,0,0,3.45,3.45,0,0,0,0,10.34,3.45,0,6.9,3.45,10.34,3.45,6.9,0,0,3.45,0,0,0,0,0,0,0,0,no
20,20,10,90,70,25,20,0,0,5,15,0,5,5,15,10,0,10,5,10,10,10,0,5,0,0,20,0,0,0,10,5,5,0,0,5,20,0,0,5,10,5,0,5,5,0,0,0,0,10,0,0,0,10,10,0,5,0,0,0,10,0,0,0,0,0,0,0,no
20,20,5,85,60,25,25,5,10,5,5,0,0,10,25,15,0,25,0,0,10,5,0,0,0,0,25,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,5,5,0,0,0,0,0,0,0,0,0,0,0,no
9,9,22.22,100,66.67,22.22,22.22,0,0,11.11,11.11,0,0,11.11,22.22,22.22,0,22.22,0,11.11,0,11.11,0,0,0,0,33.33,11.11,0,0,22.22,11.11,11.11,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
22,22,4.55,90.91,72.73,18.18,9.09,0,0,4.55,4.55,0,9.09,4.55,18.18,18.18,0,18.18,0,13.64,13.64,9.09,0,0,0,0,22.73,0,0,4.55,0,0,0,0,0,0,9.09,0,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,18.18,4.55,9.09,0,0,0,0,0,0,0,0,0,0,0,no
25,25,16,68,48,16,16,0,4,8,4,0,0,0,12,12,0,12,0,8,8,8,0,0,20,0,20,4,0,0,0,0,0,0,0,0,16,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,20,0,16,4,0,0,4,4,0,0,0,0,0,0,no
20,20,25,90,65,15,15,5,0,5,5,0,0,5,10,10,0,10,0,5,0,5,10,10,10,10,15,0,0,0,15,5,10,0,10,0,10,0,0,0,0,0,0,5,5,0,0,0,0,10,0,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,no
23,23,8.7,95.65,65.22,30.43,21.74,13.04,0,4.35,4.35,0,8.7,4.35,30.43,17.39,8.7,21.74,0,8.7,4.35,8.7,4.35,0,0,0,26.09,0,0,0,8.7,4.35,4.35,0,4.35,0,13.04,4.35,4.35,0,0,0,0,4.35,0,13.04,0,13.04,0,4.35,0,0,0,4.35,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,no
25,25,16,96,68,28,20,4,8,4,4,0,8,0,16,16,0,8,4,8,16,4,4,0,0,0,28,8,0,0,12,0,12,0,4,0,32,0,8,0,8,0,0,16,8,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,no
9,9,22.22,77.78,66.67,22.22,22.22,0,0,11.11,11.11,0,0,0,22.22,22.22,0,22.22,0,0,11.11,11.11,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,22.22,0,22.22,0,0,0,0,0,0,0,0,0,0,0,no
27,27,14.81,96.3,59.26,18.52,18.52,11.11,0,3.7,3.7,0,0,3.7,25.93,18.52,0,22.22,0,0,7.41,3.7,7.41,0,0,0,18.52,3.7,3.7,3.7,3.7,3.7,0,0,0,0,29.63,7.41,11.11,0,0,0,0,3.7,7.41,3.7,0,3.7,0,0,0,0,0,0,7.41,0,7.41,0,0,0,3.7,0,0,3.7,0,0,0,0,no
20,20,0,100,65,30,20,10,0,5,5,0,10,0,30,20,15,15,0,0,0,0,5,5,5,0,15,0,0,0,20,20,0,0,0,0,10,0,0,0,5,0,0,0,5,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,no
23,23,21.74,100,47.83,21.74,17.39,4.35,0,4.35,8.7,0,4.35,8.7,13.04,8.7,4.35,8.7,0,0,4.35,4.35,0,0,0,0,30.43,8.7,0,0,0,0,0,0,0,0,17.39,0,8.7,0,4.35,0,0,4.35,0,13.04,0,0,13.04,0,0,0,0,0,4.35,4.35,0,0,0,0,4.35,0,0,0,0,0,0,0,no
22,22,13.64,95.45,72.73,27.27,18.18,0,0,4.55,13.64,0,9.09,4.55,18.18,13.64,0,13.64,4.55,9.09,9.09,9.09,0,4.55,0,0,22.73,0,0,0,9.09,4.55,4.55,0,0,4.55,22.73,0,0,4.55,9.09,9.09,0,4.55,4.55,0,0,0,0,13.64,0,0,0,13.64,9.09,0,4.55,0,0,0,13.64,0,0,0,0,0,0,0,no
21,21,28.57,90.48,57.14,9.52,9.52,0,0,9.52,0,0,0,9.52,14.29,14.29,0,14.29,0,9.52,4.76,14.29,4.76,4.76,0,0,23.81,0,0,9.52,14.29,9.52,0,0,0,0,19.05,0,0,4.76,4.76,0,0,9.52,9.52,9.52,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,0,0,0,0,0,no
24,24,4.17,83.33,75,20.83,16.67,0,0,4.17,4.17,8.33,4.17,4.17,16.67,16.67,0,12.5,0,8.33,12.5,4.17,4.17,4.17,0,0,20.83,0,0,4.17,8.33,4.17,4.17,4.17,0,0,8.33,0,0,0,4.17,4.17,0,0,4.17,0,0,0,0,0,0,0,0,0,20.83,0,16.67,4.17,0,4.17,0,0,0,0,0,0,0,0,no
23,23,0,86.96,69.57,30.43,26.09,0,13.04,4.35,8.7,0,4.35,0,17.39,17.39,0,17.39,0,8.7,4.35,17.39,4.35,0,0,0,30.43,0,0,0,0,0,0,0,0,0,43.48,0,0,4.35,13.04,0,0,26.09,8.7,4.35,0,4.35,0,0,0,0,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,no
22,22,13.64,86.36,54.55,27.27,22.73,4.55,0,13.64,4.55,0,4.55,0,18.18,13.64,0,18.18,0,9.09,4.55,4.55,0,0,0,0,31.82,0,0,9.09,0,0,0,0,0,0,4.55,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,13.64,4.55,0,9.09,0,4.55,0,0,0,0,0,0,0,0,no
26,26,15.38,96.15,65.38,30.77,23.08,7.69,0,11.54,3.85,0,7.69,3.85,19.23,15.38,0,15.38,0,0,3.85,11.54,0,0,0,0,30.77,3.85,0,0,7.69,7.69,0,0,0,0,23.08,0,0,0,7.69,3.85,3.85,7.69,7.69,7.69,0,7.69,0,3.85,0,0,0,3.85,7.69,0,7.69,0,0,0,0,0,0,0,0,3.85,0,0,no
10,10,20,100,80,20,20,0,0,10,10,0,0,20,20,20,0,20,0,0,0,0,0,20,0,0,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
18,18,5.56,66.67,66.67,16.67,16.67,0,0,11.11,5.56,0,0,11.11,16.67,16.67,0,16.67,0,0,5.56,5.56,0,11.11,5.56,0,16.67,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,no
26,26,11.54,84.62,53.85,19.23,11.54,0,0,3.85,7.69,0,7.69,3.85,15.38,11.54,3.85,11.54,0,11.54,7.69,3.85,0,0,0,0,26.92,0,0,7.69,11.54,3.85,7.69,0,0,0,15.38,0,0,0,0,0,0,7.69,3.85,0,0,0,0,0,0,0,0,0,7.69,0,3.85,3.85,3.85,0,3.85,0,0,0,0,0,0,0,no
19,19,26.32,68.42,47.37,15.79,15.79,0,0,5.26,10.53,0,0,10.53,26.32,15.79,0,26.32,0,0,0,5.26,0,0,0,0,26.32,0,0,0,10.53,10.53,0,0,0,0,15.79,5.26,0,0,0,0,0,5.26,0,0,0,0,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
14,14,21.43,71.43,35.71,7.14,7.14,0,0,7.14,0,0,0,7.14,7.14,7.14,0,7.14,0,7.14,7.14,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,14.29,7.14,0,7.14,0,0,0,0,7.14,0,0,0,0,0,no
15,15,20,80,60,26.67,13.33,0,0,6.67,6.67,0,13.33,6.67,20,13.33,0,20,0,0,6.67,0,0,0,6.67,0,20,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,no
24,24,12.5,79.17,58.33,25,25,4.17,0,12.5,8.33,0,0,0,16.67,8.33,4.17,12.5,0,8.33,8.33,8.33,0,4.17,0,0,29.17,0,4.17,0,4.17,4.17,0,0,0,0,12.5,4.17,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,12.5,0,8.33,4.17,0,4.17,0,0,0,0,0,0,0,0,no
27,27,7.41,96.3,81.48,22.22,14.81,0,0,7.41,7.41,0,7.41,3.7,14.81,14.81,0,14.81,0,7.41,11.11,11.11,18.52,3.7,0,0,22.22,0,0,0,7.41,3.7,3.7,0,0,0,33.33,0,0,0,11.11,3.7,0,0,29.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,no
27,27,11.11,88.89,62.96,29.63,22.22,14.81,0,3.7,3.7,0,7.41,3.7,22.22,14.81,3.7,18.52,0,3.7,7.41,3.7,3.7,0,0,0,18.52,0,0,0,3.7,0,3.7,0,0,3.7,7.41,0,3.7,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,3.7,0,3.7,0,7.41,7.41,0,0,0,0,0,0,0,0,no
20,20,15,90,80,15,10,0,0,5,5,0,5,10,20,20,5,10,5,10,5,15,0,0,5,0,15,0,0,0,5,5,0,0,0,0,20,0,0,0,5,0,0,10,5,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,no
24,24,4.17,100,75,33.33,29.17,16.67,0,8.33,4.17,0,4.17,0,37.5,25,0,33.33,0,16.67,0,12.5,0,0,0,0,16.67,0,4.17,0,8.33,0,8.33,0,0,4.17,16.67,8.33,0,4.17,8.33,0,0,0,4.17,4.17,0,0,0,4.17,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
12,12,8.33,100,83.33,41.67,25,0,0,16.67,8.33,0,16.67,0,25,16.67,0,25,0,8.33,0,16.67,0,0,0,0,25,0,0,0,8.33,8.33,0,0,0,0,25,0,8.33,8.33,8.33,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,no
14,14,21.43,78.57,57.14,28.57,14.29,0,0,7.14,7.14,0,14.29,7.14,14.29,14.29,0,14.29,0,0,0,7.14,0,0,0,0,28.57,0,0,0,14.29,7.14,7.14,0,7.14,0,14.29,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,no
20,20,15,95,65,30,30,15,0,10,5,0,0,0,20,10,0,20,0,5,10,10,0,0,0,0,20,0,0,0,25,20,5,0,0,0,25,0,5,0,0,10,0,10,0,5,5,0,0,5,0,0,5,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,no
25,25,4,100,76,28,28,8,0,16,4,0,0,4,16,12,4,12,0,20,0,12,0,4,0,0,20,0,0,0,12,4,8,0,0,8,12,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,24,0,8,16,0,4,0,0,0,0,0,4,0,0,no
11,11,18.18,100,45.45,27.27,18.18,0,0,9.09,9.09,0,9.09,0,45.45,18.18,18.18,27.27,0,0,0,0,0,0,0,0,54.55,0,0,9.09,27.27,27.27,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,18.18,0,0,18.18,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,no
22,22,18.18,95.45,59.09,22.73,22.73,0,0,4.55,18.18,0,0,0,27.27,22.73,4.55,22.73,0,9.09,9.09,4.55,4.55,0,0,0,31.82,0,4.55,0,18.18,18.18,0,0,0,0,4.55,0,0,0,4.55,0,0,0,0,9.09,0,4.55,4.55,9.09,0,0,9.09,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,no
22,22,22.73,86.36,59.09,13.64,13.64,0,0,4.55,9.09,0,0,9.09,22.73,13.64,0,22.73,0,0,9.09,9.09,4.55,4.55,0,0,18.18,0,0,4.55,22.73,9.09,13.64,0,13.64,0,13.64,0,4.55,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,no
27,27,3.7,77.78,44.44,25.93,25.93,7.41,0,11.11,7.41,0,0,0,25.93,18.52,3.7,18.52,3.7,0,0,0,7.41,0,11.11,0,29.63,0,0,3.7,14.81,3.7,11.11,0,0,0,11.11,3.7,0,3.7,0,0,0,0,3.7,7.41,0,3.7,3.7,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,0,0,no
24,24,16.67,87.5,62.5,20.83,16.67,4.17,0,4.17,8.33,0,4.17,12.5,8.33,8.33,0,8.33,0,4.17,8.33,12.5,0,0,0,0,12.5,0,0,0,8.33,4.17,4.17,4.17,0,0,20.83,0,4.17,0,4.17,0,0,12.5,4.17,4.17,4.17,0,0,0,0,0,0,0,20.83,0,16.67,4.17,0,4.17,0,0,0,0,0,0,0,0,no
14,14,14.29,92.86,57.14,14.29,14.29,0,0,7.14,7.14,0,0,0,7.14,7.14,0,7.14,0,7.14,7.14,7.14,0,7.14,7.14,0,14.29,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,7.14,0,0,0,7.14,0,0,no
21,21,4.76,76.19,57.14,19.05,19.05,0,0,9.52,4.76,4.76,0,4.76,14.29,9.52,0,14.29,0,9.52,0,4.76,4.76,0,4.76,0,28.57,0,4.76,0,4.76,4.76,0,0,0,0,9.52,0,0,0,0,0,0,4.76,4.76,0,0,0,0,9.52,4.76,0,4.76,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,no
28,28,7.14,92.86,71.43,25,21.43,7.14,0,3.57,7.14,3.57,3.57,7.14,21.43,17.86,3.57,14.29,3.57,3.57,0,14.29,3.57,0,3.57,3.57,17.86,0,0,0,7.14,0,7.14,0,3.57,0,25,0,7.14,7.14,0,3.57,0,3.57,3.57,0,0,0,0,0,0,0,0,0,10.71,0,3.57,7.14,0,0,0,0,0,3.57,0,0,0,0,no
23,23,17.39,82.61,65.22,21.74,17.39,0,0,13.04,4.35,0,4.35,8.7,8.7,8.7,0,8.7,0,0,17.39,8.7,0,0,0,0,21.74,0,0,4.35,0,0,0,0,0,0,8.7,0,0,0,0,0,0,8.7,0,0,0,0,0,4.35,0,0,0,4.35,17.39,0,8.7,4.35,0,0,4.35,0,0,0,0,0,0,0,no
14,14,7.14,100,85.71,35.71,21.43,0,0,7.14,14.29,0,14.29,0,28.57,28.57,0,14.29,7.14,7.14,14.29,7.14,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,14.29,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,28.57,7.14,7.14,14.29,0,0,0,0,0,0,0,0,0,0,no
